timestamp,SPY_Open,SPY_High,SPY_Low,SPY_Close,SPY_Volume,QQQ_Open,QQQ_High,QQQ_Low,QQQ_Close,QQQ_Volume
2025-03-24 12:40:00+00:00,573.15,573.26,572.77,573.22,537686.0,489.75,489.83,489.2456,489.7596,145578.0
2025-03-24 12:45:00+00:00,573.21,573.55,573.19,573.37,278709.0,489.75,490.25,489.75,490.07,175401.0
2025-03-24 12:50:00+00:00,573.3547,573.51,573.18,573.285,186327.0,490.0683,490.19,489.83,489.97,100726.0
2025-03-24 12:55:00+00:00,573.285,573.35,572.97,573.1293,229943.0,489.97,490.0,489.6,489.7799,128308.0
2025-03-24 13:00:00+00:00,573.14,573.19,572.85,572.8935,160109.0,489.78,489.89,489.52,489.6,163723.0
2025-03-24 13:05:00+00:00,572.88,573.1004,572.735,572.78,283548.0,489.59,489.9,489.48,489.565,219309.0
2025-03-24 13:10:00+00:00,572.79,572.92,572.53,572.62,539793.0,489.56,489.63,489.19,489.3,184214.0
2025-03-24 13:15:00+00:00,572.64,572.98,572.52,572.6971,387962.0,489.3,489.63,489.18,489.23,207750.0
2025-03-24 13:20:00+00:00,572.68,572.88,572.45,572.7,355406.0,489.22,489.47,489.02,489.37,214308.0
2025-03-24 13:25:00+00:00,572.72,573.06,572.64,573.05,253884.0,489.37,489.72,489.33,489.7,162190.0
2025-03-24 13:30:00+00:00,573.05,573.375,573.01,573.22,642481.0,489.73,489.98,489.62,489.83,298036.0
2025-03-24 13:35:00+00:00,573.21,573.3663,572.97,573.31,240957.0,489.835,489.99,489.53,489.95,253202.0
2025-03-24 13:40:00+00:00,573.32,573.345,572.88,573.02,254370.0,489.955,489.9565,489.5,489.645,155047.0
2025-03-24 13:45:00+00:00,573.03,573.16,572.93,573.13,178216.0,489.66,490.38,489.55,489.75,174138.0
2025-03-24 13:50:00+00:00,573.12,573.33,572.93,573.03,278005.0,489.75,489.97,489.51,489.62,160664.0
2025-03-24 13:55:00+00:00,573.03,573.12,572.78,573.0999,319701.0,489.635,489.81,489.42,489.81,245366.0
2025-03-24 14:00:00+00:00,573.1,573.13,572.05,572.3076,584445.0,489.82,489.87,489.01,489.23,231289.0
